STATE,COUNTY,STNAME,CTYNAME,year_col,population,year,date
45,61,South Carolina,Lee County,POPESTIMATE2022,16161,2022,2022-01-01
45,63,South Carolina,Lexington County,POPESTIMATE2022,305105,2022,2022-01-01
45,65,South Carolina,McCormick County,POPESTIMATE2022,9741,2022,2022-01-01
45,67,South Carolina,Marion County,POPESTIMATE2022,28471,2022,2022-01-01
45,69,South Carolina,Marlboro County,POPESTIMATE2022,26006,2022,2022-01-01
45,71,South Carolina,Newberry County,POPESTIMATE2022,38315,2022,2022-01-01
45,73,South Carolina,Oconee County,POPESTIMATE2022,80160,2022,2022-01-01
45,75,South Carolina,Orangeburg County,POPESTIMATE2022,83101,2022,2022-01-01
45,77,South Carolina,Pickens County,POPESTIMATE2022,133470,2022,2022-01-01
45,79,South Carolina,Richland County,POPESTIMATE2022,421526,2022,2022-01-01
45,81,South Carolina,Saluda County,POPESTIMATE2022,18984,2022,2022-01-01
45,83,South Carolina,Spartanburg County,POPESTIMATE2022,345948,2022,2022-01-01
45,85,South Carolina,Sumter County,POPESTIMATE2022,103936,2022,2022-01-01
45,87,South Carolina,Union County,POPESTIMATE2022,26739,2022,2022-01-01
45,89,South Carolina,Williamsburg County,POPESTIMATE2022,30113,2022,2022-01-01
45,91,South Carolina,York County,POPESTIMATE2022,294201,2022,2022-01-01
46,0,South Dakota,South Dakota,POPESTIMATE2022,909869,2022,2022-01-01
46,3,South Dakota,Aurora County,POPESTIMATE2022,2762,2022,2022-01-01
46,5,South Dakota,Beadle County,POPESTIMATE2022,19488,2022,2022-01-01
46,7,South Dakota,Bennett County,POPESTIMATE2022,3333,2022,2022-01-01
46,9,South Dakota,Bon Homme County,POPESTIMATE2022,7064,2022,2022-01-01
46,11,South Dakota,Brookings County,POPESTIMATE2022,35491,2022,2022-01-01
46,13,South Dakota,Brown County,POPESTIMATE2022,37901,2022,2022-01-01
46,15,South Dakota,Brule County,POPESTIMATE2022,5301,2022,2022-01-01
46,17,South Dakota,Buffalo County,POPESTIMATE2022,1854,2022,2022-01-01
46,19,South Dakota,Butte County,POPESTIMATE2022,10790,2022,2022-01-01
46,21,South Dakota,Campbell County,POPESTIMATE2022,1355,2022,2022-01-01
46,23,South Dakota,Charles Mix County,POPESTIMATE2022,9232,2022,2022-01-01
46,25,South Dakota,Clark County,POPESTIMATE2022,3923,2022,2022-01-01
46,27,South Dakota,Clay County,POPESTIMATE2022,15301,2022,2022-01-01
46,29,South Dakota,Codington County,POPESTIMATE2022,28736,2022,2022-01-01
46,31,South Dakota,Corson County,POPESTIMATE2022,3817,2022,2022-01-01
46,33,South Dakota,Custer County,POPESTIMATE2022,9021,2022,2022-01-01
46,35,South Dakota,Davison County,POPESTIMATE2022,19907,2022,2022-01-01
46,37,South Dakota,Day County,POPESTIMATE2022,5475,2022,2022-01-01
46,39,South Dakota,Deuel County,POPESTIMATE2022,4361,2022,2022-01-01
46,41,South Dakota,Dewey County,POPESTIMATE2022,5142,2022,2022-01-01
46,43,South Dakota,Douglas County,POPESTIMATE2022,2787,2022,2022-01-01
46,45,South Dakota,Edmunds County,POPESTIMATE2022,4071,2022,2022-01-01
46,47,South Dakota,Fall River County,POPESTIMATE2022,7397,2022,2022-01-01
46,49,South Dakota,Faulk County,POPESTIMATE2022,2122,2022,2022-01-01
46,51,South Dakota,Grant County,POPESTIMATE2022,7486,2022,2022-01-01
46,53,South Dakota,Gregory County,POPESTIMATE2022,3999,2022,2022-01-01
46,55,South Dakota,Haakon County,POPESTIMATE2022,1834,2022,2022-01-01
46,57,South Dakota,Hamlin County,POPESTIMATE2022,6394,2022,2022-01-01
46,59,South Dakota,Hand County,POPESTIMATE2022,3112,2022,2022-01-01
46,61,South Dakota,Hanson County,POPESTIMATE2022,3479,2022,2022-01-01
46,63,South Dakota,Harding County,POPESTIMATE2022,1339,2022,2022-01-01
46,65,South Dakota,Hughes County,POPESTIMATE2022,17681,2022,2022-01-01
46,67,South Dakota,Hutchinson County,POPESTIMATE2022,7351,2022,2022-01-01
46,69,South Dakota,Hyde County,POPESTIMATE2022,1199,2022,2022-01-01
46,71,South Dakota,Jackson County,POPESTIMATE2022,2832,2022,2022-01-01
46,73,South Dakota,Jerauld County,POPESTIMATE2022,1662,2022,2022-01-01
46,75,South Dakota,Jones County,POPESTIMATE2022,875,2022,2022-01-01
46,77,South Dakota,Kingsbury County,POPESTIMATE2022,5279,2022,2022-01-01
46,79,South Dakota,Lake County,POPESTIMATE2022,10940,2022,2022-01-01
46,81,South Dakota,Lawrence County,POPESTIMATE2022,27240,2022,2022-01-01
46,83,South Dakota,Lincoln County,POPESTIMATE2022,71024,2022,2022-01-01
46,85,South Dakota,Lyman County,POPESTIMATE2022,3705,2022,2022-01-01
46,87,South Dakota,McCook County,POPESTIMATE2022,5768,2022,2022-01-01
46,89,South Dakota,McPherson County,POPESTIMATE2022,2396,2022,2022-01-01
46,91,South Dakota,Marshall County,POPESTIMATE2022,4363,2022,2022-01-01
46,93,South Dakota,Meade County,POPESTIMATE2022,30702,2022,2022-01-01
46,95,South Dakota,Mellette County,POPESTIMATE2022,1873,2022,2022-01-01
46,97,South Dakota,Miner County,POPESTIMATE2022,2285,2022,2022-01-01
46,99,South Dakota,Minnehaha County,POPESTIMATE2022,203845,2022,2022-01-01
46,101,South Dakota,Moody County,POPESTIMATE2022,6382,2022,2022-01-01
46,102,South Dakota,Oglala Lakota County,POPESTIMATE2022,13508,2022,2022-01-01
46,103,South Dakota,Pennington County,POPESTIMATE2022,114306,2022,2022-01-01
46,105,South Dakota,Perkins County,POPESTIMATE2022,2809,2022,2022-01-01
46,107,South Dakota,Potter County,POPESTIMATE2022,2446,2022,2022-01-01
46,109,South Dakota,Roberts County,POPESTIMATE2022,10139,2022,2022-01-01
46,111,South Dakota,Sanborn County,POPESTIMATE2022,2403,2022,2022-01-01
46,115,South Dakota,Spink County,POPESTIMATE2022,6228,2022,2022-01-01
46,117,South Dakota,Stanley County,POPESTIMATE2022,3017,2022,2022-01-01
46,119,South Dakota,Sully County,POPESTIMATE2022,1482,2022,2022-01-01
46,121,South Dakota,Todd County,POPESTIMATE2022,9233,2022,2022-01-01
46,123,South Dakota,Tripp County,POPESTIMATE2022,5579,2022,2022-01-01
46,125,South Dakota,Turner County,POPESTIMATE2022,8888,2022,2022-01-01
46,127,South Dakota,Union County,POPESTIMATE2022,17063,2022,2022-01-01
46,129,South Dakota,Walworth County,POPESTIMATE2022,5286,2022,2022-01-01
46,135,South Dakota,Yankton County,POPESTIMATE2022,23412,2022,2022-01-01
46,137,South Dakota,Ziebach County,POPESTIMATE2022,2394,2022,2022-01-01
47,0,Tennessee,Tennessee,POPESTIMATE2022,7048976,2022,2022-01-01
47,1,Tennessee,Anderson County,POPESTIMATE2022,78929,2022,2022-01-01
47,3,Tennessee,Bedford County,POPESTIMATE2022,51964,2022,2022-01-01
47,5,Tennessee,Benton County,POPESTIMATE2022,15994,2022,2022-01-01
47,7,Tennessee,Bledsoe County,POPESTIMATE2022,14824,2022,2022-01-01
47,9,Tennessee,Blount County,POPESTIMATE2022,139810,2022,2022-01-01
47,11,Tennessee,Bradley County,POPESTIMATE2022,110539,2022,2022-01-01
47,13,Tennessee,Campbell County,POPESTIMATE2022,39564,2022,2022-01-01
47,15,Tennessee,Cannon County,POPESTIMATE2022,14807,2022,2022-01-01
47,17,Tennessee,Carroll County,POPESTIMATE2022,28418,2022,2022-01-01
47,19,Tennessee,Carter County,POPESTIMATE2022,56485,2022,2022-01-01
47,21,Tennessee,Cheatham County,POPESTIMATE2022,41764,2022,2022-01-01
47,23,Tennessee,Chester County,POPESTIMATE2022,17558,2022,2022-01-01
47,25,Tennessee,Claiborne County,POPESTIMATE2022,32357,2022,2022-01-01
47,27,Tennessee,Clay County,POPESTIMATE2022,7656,2022,2022-01-01
47,29,Tennessee,Cocke County,POPESTIMATE2022,36849,2022,2022-01-01
47,31,Tennessee,Coffee County,POPESTIMATE2022,59779,2022,2022-01-01
47,33,Tennessee,Crockett County,POPESTIMATE2022,13862,2022,2022-01-01
47,35,Tennessee,Cumberland County,POPESTIMATE2022,63482,2022,2022-01-01
47,37,Tennessee,Davidson County,POPESTIMATE2022,707351,2022,2022-01-01
47,39,Tennessee,Decatur County,POPESTIMATE2022,11549,2022,2022-01-01
47,41,Tennessee,DeKalb County,POPESTIMATE2022,21002,2022,2022-01-01
47,43,Tennessee,Dickson County,POPESTIMATE2022,55727,2022,2022-01-01
47,45,Tennessee,Dyer County,POPESTIMATE2022,36440,2022,2022-01-01
47,47,Tennessee,Fayette County,POPESTIMATE2022,43338,2022,2022-01-01
47,49,Tennessee,Fentress County,POPESTIMATE2022,19335,2022,2022-01-01
47,51,Tennessee,Franklin County,POPESTIMATE2022,44119,2022,2022-01-01
47,53,Tennessee,Gibson County,POPESTIMATE2022,50826,2022,2022-01-01
47,55,Tennessee,Giles County,POPESTIMATE2022,30540,2022,2022-01-01
47,57,Tennessee,Grainger County,POPESTIMATE2022,24185,2022,2022-01-01
47,59,Tennessee,Greene County,POPESTIMATE2022,71292,2022,2022-01-01
47,61,Tennessee,Grundy County,POPESTIMATE2022,13779,2022,2022-01-01
47,63,Tennessee,Hamblen County,POPESTIMATE2022,65167,2022,2022-01-01
47,65,Tennessee,Hamilton County,POPESTIMATE2022,374602,2022,2022-01-01
47,67,Tennessee,Hancock County,POPESTIMATE2022,6846,2022,2022-01-01
47,69,Tennessee,Hardeman County,POPESTIMATE2022,25511,2022,2022-01-01
47,71,Tennessee,Hardin County,POPESTIMATE2022,27065,2022,2022-01-01
47,73,Tennessee,Hawkins County,POPESTIMATE2022,57903,2022,2022-01-01
47,75,Tennessee,Haywood County,POPESTIMATE2022,17518,2022,2022-01-01
47,77,Tennessee,Henderson County,POPESTIMATE2022,27907,2022,2022-01-01
47,79,Tennessee,Henry County,POPESTIMATE2022,32382,2022,2022-01-01
47,81,Tennessee,Hickman County,POPESTIMATE2022,25481,2022,2022-01-01
47,83,Tennessee,Houston County,POPESTIMATE2022,8247,2022,2022-01-01
47,85,Tennessee,Humphreys County,POPESTIMATE2022,19023,2022,2022-01-01
47,87,Tennessee,Jackson County,POPESTIMATE2022,12015,2022,2022-01-01
47,89,Tennessee,Jefferson County,POPESTIMATE2022,56660,2022,2022-01-01
47,91,Tennessee,Johnson County,POPESTIMATE2022,18046,2022,2022-01-01
47,93,Tennessee,Knox County,POPESTIMATE2022,495380,2022,2022-01-01
47,95,Tennessee,Lake County,POPESTIMATE2022,6500,2022,2022-01-01
47,97,Tennessee,Lauderdale County,POPESTIMATE2022,24741,2022,2022-01-01
47,99,Tennessee,Lawrence County,POPESTIMATE2022,45502,2022,2022-01-01
47,101,Tennessee,Lewis County,POPESTIMATE2022,12912,2022,2022-01-01
47,103,Tennessee,Lincoln County,POPESTIMATE2022,36006,2022,2022-01-01
47,105,Tennessee,Loudon County,POPESTIMATE2022,58244,2022,2022-01-01
47,107,Tennessee,McMinn County,POPESTIMATE2022,54695,2022,2022-01-01
47,109,Tennessee,McNairy County,POPESTIMATE2022,25993,2022,2022-01-01
47,111,Tennessee,Macon County,POPESTIMATE2022,26214,2022,2022-01-01
47,113,Tennessee,Madison County,POPESTIMATE2022,99172,2022,2022-01-01
47,115,Tennessee,Marion County,POPESTIMATE2022,29050,2022,2022-01-01
47,117,Tennessee,Marshall County,POPESTIMATE2022,35857,2022,2022-01-01
47,119,Tennessee,Maury County,POPESTIMATE2022,107996,2022,2022-01-01
47,121,Tennessee,Meigs County,POPESTIMATE2022,13258,2022,2022-01-01
47,123,Tennessee,Monroe County,POPESTIMATE2022,47680,2022,2022-01-01
47,125,Tennessee,Montgomery County,POPESTIMATE2022,234899,2022,2022-01-01
47,127,Tennessee,Moore County,POPESTIMATE2022,6716,2022,2022-01-01
47,129,Tennessee,Morgan County,POPESTIMATE2022,21207,2022,2022-01-01
47,131,Tennessee,Obion County,POPESTIMATE2022,30374,2022,2022-01-01
47,133,Tennessee,Overton County,POPESTIMATE2022,22993,2022,2022-01-01
47,135,Tennessee,Perry County,POPESTIMATE2022,8705,2022,2022-01-01
47,137,Tennessee,Pickett County,POPESTIMATE2022,5103,2022,2022-01-01
47,139,Tennessee,Polk County,POPESTIMATE2022,17778,2022,2022-01-01
47,141,Tennessee,Putnam County,POPESTIMATE2022,82470,2022,2022-01-01
47,143,Tennessee,Rhea County,POPESTIMATE2022,33689,2022,2022-01-01
47,145,Tennessee,Roane County,POPESTIMATE2022,55129,2022,2022-01-01
47,147,Tennessee,Robertson County,POPESTIMATE2022,75398,2022,2022-01-01
47,149,Tennessee,Rutherford County,POPESTIMATE2022,360682,2022,2022-01-01
47,151,Tennessee,Scott County,POPESTIMATE2022,21999,2022,2022-01-01
47,153,Tennessee,Sequatchie County,POPESTIMATE2022,16918,2022,2022-01-01
47,155,Tennessee,Sevier County,POPESTIMATE2022,98806,2022,2022-01-01
47,157,Tennessee,Shelby County,POPESTIMATE2022,916357,2022,2022-01-01
47,159,Tennessee,Smith County,POPESTIMATE2022,20470,2022,2022-01-01
47,161,Tennessee,Stewart County,POPESTIMATE2022,13994,2022,2022-01-01
47,163,Tennessee,Sullivan County,POPESTIMATE2022,160862,2022,2022-01-01
47,165,Tennessee,Sumner County,POPESTIMATE2022,203721,2022,2022-01-01
47,167,Tennessee,Tipton County,POPESTIMATE2022,61650,2022,2022-01-01
47,169,Tennessee,Trousdale County,POPESTIMATE2022,12077,2022,2022-01-01
47,171,Tennessee,Unicoi County,POPESTIMATE2022,17591,2022,2022-01-01
47,173,Tennessee,Union County,POPESTIMATE2022,20473,2022,2022-01-01
47,175,Tennessee,Van Buren County,POPESTIMATE2022,6430,2022,2022-01-01
47,177,Tennessee,Warren County,POPESTIMATE2022,42001,2022,2022-01-01
47,179,Tennessee,Washington County,POPESTIMATE2022,136147,2022,2022-01-01
47,181,Tennessee,Wayne County,POPESTIMATE2022,16266,2022,2022-01-01
47,183,Tennessee,Weakley County,POPESTIMATE2022,33043,2022,2022-01-01
47,185,Tennessee,White County,POPESTIMATE2022,28000,2022,2022-01-01
47,187,Tennessee,Williamson County,POPESTIMATE2022,260738,2022,2022-01-01
47,189,Tennessee,Wilson County,POPESTIMATE2022,158593,2022,2022-01-01
48,0,Texas,Texas,POPESTIMATE2022,30029848,2022,2022-01-01
48,1,Texas,Anderson County,POPESTIMATE2022,57227,2022,2022-01-01
48,3,Texas,Andrews County,POPESTIMATE2022,18324,2022,2022-01-01
48,5,Texas,Angelina County,POPESTIMATE2022,87124,2022,2022-01-01
48,7,Texas,Aransas County,POPESTIMATE2022,24963,2022,2022-01-01
48,9,Texas,Archer County,POPESTIMATE2022,8849,2022,2022-01-01
48,11,Texas,Armstrong County,POPESTIMATE2022,1857,2022,2022-01-01
48,13,Texas,Atascosa County,POPESTIMATE2022,50736,2022,2022-01-01
48,15,Texas,Austin County,POPESTIMATE2022,31070,2022,2022-01-01
48,17,Texas,Bailey County,POPESTIMATE2022,6803,2022,2022-01-01
48,19,Texas,Bandera County,POPESTIMATE2022,22120,2022,2022-01-01
48,21,Texas,Bastrop County,POPESTIMATE2022,106395,2022,2022-01-01
48,23,Texas,Baylor County,POPESTIMATE2022,3462,2022,2022-01-01
48,25,Texas,Bee County,POPESTIMATE2022,30992,2022,2022-01-01
48,27,Texas,Bell County,POPESTIMATE2022,387454,2022,2022-01-01
48,29,Texas,Bexar County,POPESTIMATE2022,2060191,2022,2022-01-01
48,31,Texas,Blanco County,POPESTIMATE2022,12411,2022,2022-01-01
48,33,Texas,Borden County,POPESTIMATE2022,580,2022,2022-01-01
48,35,Texas,Bosque County,POPESTIMATE2022,18707,2022,2022-01-01
48,37,Texas,Bowie County,POPESTIMATE2022,91712,2022,2022-01-01
48,39,Texas,Brazoria County,POPESTIMATE2022,388234,2022,2022-01-01
48,41,Texas,Brazos County,POPESTIMATE2022,241931,2022,2022-01-01
48,43,Texas,Brewster County,POPESTIMATE2022,9344,2022,2022-01-01
48,45,Texas,Briscoe County,POPESTIMATE2022,1439,2022,2022-01-01
48,47,Texas,Brooks County,POPESTIMATE2022,6902,2022,2022-01-01
48,49,Texas,Brown County,POPESTIMATE2022,38443,2022,2022-01-01
48,51,Texas,Burleson County,POPESTIMATE2022,18690,2022,2022-01-01
48,53,Texas,Burnet County,POPESTIMATE2022,52567,2022,2022-01-01
48,55,Texas,Caldwell County,POPESTIMATE2022,47849,2022,2022-01-01
48,57,Texas,Calhoun County,POPESTIMATE2022,19682,2022,2022-01-01
48,59,Texas,Callahan County,POPESTIMATE2022,14247,2022,2022-01-01
48,61,Texas,Cameron County,POPESTIMATE2022,424911,2022,2022-01-01
48,63,Texas,Camp County,POPESTIMATE2022,12721,2022,2022-01-01
48,65,Texas,Carson County,POPESTIMATE2022,5816,2022,2022-01-01
48,67,Texas,Cass County,POPESTIMATE2022,28538,2022,2022-01-01
48,69,Texas,Castro County,POPESTIMATE2022,7287,2022,2022-01-01
48,71,Texas,Chambers County,POPESTIMATE2022,51309,2022,2022-01-01
48,73,Texas,Cherokee County,POPESTIMATE2022,51432,2022,2022-01-01
48,75,Texas,Childress County,POPESTIMATE2022,6841,2022,2022-01-01
48,77,Texas,Clay County,POPESTIMATE2022,10499,2022,2022-01-01
48,79,Texas,Cochran County,POPESTIMATE2022,2522,2022,2022-01-01
48,81,Texas,Coke County,POPESTIMATE2022,3322,2022,2022-01-01
48,83,Texas,Coleman County,POPESTIMATE2022,7822,2022,2022-01-01
48,85,Texas,Collin County,POPESTIMATE2022,1158995,2022,2022-01-01
48,87,Texas,Collingsworth County,POPESTIMATE2022,2585,2022,2022-01-01
48,89,Texas,Colorado County,POPESTIMATE2022,20832,2022,2022-01-01
48,91,Texas,Comal County,POPESTIMATE2022,184749,2022,2022-01-01
48,93,Texas,Comanche County,POPESTIMATE2022,13921,2022,2022-01-01
48,95,Texas,Concho County,POPESTIMATE2022,3367,2022,2022-01-01
48,97,Texas,Cooke County,POPESTIMATE2022,43048,2022,2022-01-01
48,99,Texas,Coryell County,POPESTIMATE2022,84205,2022,2022-01-01
48,101,Texas,Cottle County,POPESTIMATE2022,1317,2022,2022-01-01
48,103,Texas,Crane County,POPESTIMATE2022,4551,2022,2022-01-01
48,105,Texas,Crockett County,POPESTIMATE2022,2960,2022,2022-01-01
48,107,Texas,Crosby County,POPESTIMATE2022,4992,2022,2022-01-01
48,109,Texas,Culberson County,POPESTIMATE2022,2163,2022,2022-01-01
48,111,Texas,Dallam County,POPESTIMATE2022,7235,2022,2022-01-01
48,113,Texas,Dallas County,POPESTIMATE2022,2601993,2022,2022-01-01
48,115,Texas,Dawson County,POPESTIMATE2022,12176,2022,2022-01-01
48,117,Texas,Deaf Smith County,POPESTIMATE2022,18399,2022,2022-01-01
48,119,Texas,Delta County,POPESTIMATE2022,5413,2022,2022-01-01
48,121,Texas,Denton County,POPESTIMATE2022,977760,2022,2022-01-01
48,123,Texas,DeWitt County,POPESTIMATE2022,19754,2022,2022-01-01
48,125,Texas,Dickens County,POPESTIMATE2022,1736,2022,2022-01-01
48,127,Texas,Dimmit County,POPESTIMATE2022,8360,2022,2022-01-01
48,129,Texas,Donley County,POPESTIMATE2022,3289,2022,2022-01-01
48,131,Texas,Duval County,POPESTIMATE2022,9706,2022,2022-01-01
48,133,Texas,Eastland County,POPESTIMATE2022,17893,2022,2022-01-01
48,135,Texas,Ector County,POPESTIMATE2022,161057,2022,2022-01-01
48,137,Texas,Edwards County,POPESTIMATE2022,1428,2022,2022-01-01
48,139,Texas,Ellis County,POPESTIMATE2022,212323,2022,2022-01-01
48,141,Texas,El Paso County,POPESTIMATE2022,867239,2022,2022-01-01
48,143,Texas,Erath County,POPESTIMATE2022,43837,2022,2022-01-01
48,145,Texas,Falls County,POPESTIMATE2022,16956,2022,2022-01-01
48,147,Texas,Fannin County,POPESTIMATE2022,37075,2022,2022-01-01
48,149,Texas,Fayette County,POPESTIMATE2022,24934,2022,2022-01-01
48,151,Texas,Fisher County,POPESTIMATE2022,3626,2022,2022-01-01
48,153,Texas,Floyd County,POPESTIMATE2022,5239,2022,2022-01-01
48,155,Texas,Foard County,POPESTIMATE2022,1063,2022,2022-01-01
48,157,Texas,Fort Bend County,POPESTIMATE2022,888919,2022,2022-01-01
48,159,Texas,Franklin County,POPESTIMATE2022,10665,2022,2022-01-01
48,161,Texas,Freestone County,POPESTIMATE2022,20032,2022,2022-01-01
48,163,Texas,Frio County,POPESTIMATE2022,17716,2022,2022-01-01
48,165,Texas,Gaines County,POPESTIMATE2022,22140,2022,2022-01-01
48,167,Texas,Galveston County,POPESTIMATE2022,357387,2022,2022-01-01
48,169,Texas,Garza County,POPESTIMATE2022,4498,2022,2022-01-01
48,171,Texas,Gillespie County,POPESTIMATE2022,27501,2022,2022-01-01
48,173,Texas,Glasscock County,POPESTIMATE2022,1139,2022,2022-01-01
48,175,Texas,Goliad County,POPESTIMATE2022,7120,2022,2022-01-01
48,177,Texas,Gonzales County,POPESTIMATE2022,19816,2022,2022-01-01
48,179,Texas,Gray County,POPESTIMATE2022,20980,2022,2022-01-01
48,181,Texas,Grayson County,POPESTIMATE2022,143198,2022,2022-01-01
48,183,Texas,Gregg County,POPESTIMATE2022,125559,2022,2022-01-01
48,185,Texas,Grimes County,POPESTIMATE2022,31170,2022,2022-01-01
48,187,Texas,Guadalupe County,POPESTIMATE2022,182702,2022,2022-01-01
48,189,Texas,Hale County,POPESTIMATE2022,31966,2022,2022-01-01
48,191,Texas,Hall County,POPESTIMATE2022,2818,2022,2022-01-01
48,193,Texas,Hamilton County,POPESTIMATE2022,8313,2022,2022-01-01
48,195,Texas,Hansford County,POPESTIMATE2022,5111,2022,2022-01-01
48,197,Texas,Hardeman County,POPESTIMATE2022,3525,2022,2022-01-01
48,199,Texas,Hardin County,POPESTIMATE2022,57840,2022,2022-01-01
48,201,Texas,Harris County,POPESTIMATE2022,4781337,2022,2022-01-01
48,203,Texas,Harrison County,POPESTIMATE2022,70038,2022,2022-01-01
48,205,Texas,Hartley County,POPESTIMATE2022,5228,2022,2022-01-01
48,207,Texas,Haskell County,POPESTIMATE2022,5376,2022,2022-01-01
48,209,Texas,Hays County,POPESTIMATE2022,269103,2022,2022-01-01
48,211,Texas,Hemphill County,POPESTIMATE2022,3225,2022,2022-01-01
48,213,Texas,Henderson County,POPESTIMATE2022,84490,2022,2022-01-01
48,215,Texas,Hidalgo County,POPESTIMATE2022,888286,2022,2022-01-01
48,217,Texas,Hill County,POPESTIMATE2022,37266,2022,2022-01-01
48,219,Texas,Hockley County,POPESTIMATE2022,21278,2022,2022-01-01
48,221,Texas,Hood County,POPESTIMATE2022,66394,2022,2022-01-01
48,223,Texas,Hopkins County,POPESTIMATE2022,37793,2022,2022-01-01
48,225,Texas,Houston County,POPESTIMATE2022,21943,2022,2022-01-01
48,227,Texas,Howard County,POPESTIMATE2022,30732,2022,2022-01-01
48,229,Texas,Hudspeth County,POPESTIMATE2022,3416,2022,2022-01-01
48,231,Texas,Hunt County,POPESTIMATE2022,108438,2022,2022-01-01
48,233,Texas,Hutchinson County,POPESTIMATE2022,20222,2022,2022-01-01
48,235,Texas,Irion County,POPESTIMATE2022,1534,2022,2022-01-01
48,237,Texas,Jack County,POPESTIMATE2022,8764,2022,2022-01-01
48,239,Texas,Jackson County,POPESTIMATE2022,15183,2022,2022-01-01
48,241,Texas,Jasper County,POPESTIMATE2022,32495,2022,2022-01-01
48,243,Texas,Jeff Davis County,POPESTIMATE2022,1906,2022,2022-01-01
48,245,Texas,Jefferson County,POPESTIMATE2022,251601,2022,2022-01-01
48,247,Texas,Jim Hogg County,POPESTIMATE2022,4774,2022,2022-01-01
48,249,Texas,Jim Wells County,POPESTIMATE2022,38729,2022,2022-01-01
48,251,Texas,Johnson County,POPESTIMATE2022,195496,2022,2022-01-01
48,253,Texas,Jones County,POPESTIMATE2022,20271,2022,2022-01-01
48,255,Texas,Karnes County,POPESTIMATE2022,14945,2022,2022-01-01
48,257,Texas,Kaufman County,POPESTIMATE2022,172611,2022,2022-01-01
48,259,Texas,Kendall County,POPESTIMATE2022,49019,2022,2022-01-01
48,261,Texas,Kenedy County,POPESTIMATE2022,354,2022,2022-01-01
48,263,Texas,Kent County,POPESTIMATE2022,744,2022,2022-01-01
48,265,Texas,Kerr County,POPESTIMATE2022,53784,2022,2022-01-01
48,267,Texas,Kimble County,POPESTIMATE2022,4420,2022,2022-01-01
48,269,Texas,King County,POPESTIMATE2022,234,2022,2022-01-01
48,271,Texas,Kinney County,POPESTIMATE2022,3131,2022,2022-01-01
48,273,Texas,Kleberg County,POPESTIMATE2022,30376,2022,2022-01-01
48,275,Texas,Knox County,POPESTIMATE2022,3284,2022,2022-01-01
48,277,Texas,Lamar County,POPESTIMATE2022,50515,2022,2022-01-01
48,279,Texas,Lamb County,POPESTIMATE2022,12786,2022,2022-01-01
48,281,Texas,Lampasas County,POPESTIMATE2022,22790,2022,2022-01-01
48,283,Texas,La Salle County,POPESTIMATE2022,6556,2022,2022-01-01
48,285,Texas,Lavaca County,POPESTIMATE2022,20653,2022,2022-01-01
48,287,Texas,Lee County,POPESTIMATE2022,17971,2022,2022-01-01
48,289,Texas,Leon County,POPESTIMATE2022,16220,2022,2022-01-01
48,291,Texas,Liberty County,POPESTIMATE2022,102462,2022,2022-01-01
48,293,Texas,Limestone County,POPESTIMATE2022,22164,2022,2022-01-01
48,295,Texas,Lipscomb County,POPESTIMATE2022,2846,2022,2022-01-01
48,297,Texas,Live Oak County,POPESTIMATE2022,11541,2022,2022-01-01
48,299,Texas,Llano County,POPESTIMATE2022,22623,2022,2022-01-01
48,301,Texas,Loving County,POPESTIMATE2022,44,2022,2022-01-01
48,303,Texas,Lubbock County,POPESTIMATE2022,317761,2022,2022-01-01
48,305,Texas,Lynn County,POPESTIMATE2022,5738,2022,2022-01-01
48,307,Texas,McCulloch County,POPESTIMATE2022,7468,2022,2022-01-01
48,309,Texas,McLennan County,POPESTIMATE2022,266162,2022,2022-01-01
48,311,Texas,McMullen County,POPESTIMATE2022,569,2022,2022-01-01
48,313,Texas,Madison County,POPESTIMATE2022,13641,2022,2022-01-01
48,315,Texas,Marion County,POPESTIMATE2022,9550,2022,2022-01-01
48,317,Texas,Martin County,POPESTIMATE2022,5228,2022,2022-01-01
48,319,Texas,Mason County,POPESTIMATE2022,3978,2022,2022-01-01
48,321,Texas,Matagorda County,POPESTIMATE2022,36122,2022,2022-01-01
48,323,Texas,Maverick County,POPESTIMATE2022,57628,2022,2022-01-01
48,325,Texas,Medina County,POPESTIMATE2022,53657,2022,2022-01-01
48,327,Texas,Menard County,POPESTIMATE2022,1979,2022,2022-01-01
48,329,Texas,Midland County,POPESTIMATE2022,172019,2022,2022-01-01
48,331,Texas,Milam County,POPESTIMATE2022,25622,2022,2022-01-01
48,333,Texas,Mills County,POPESTIMATE2022,4498,2022,2022-01-01
48,335,Texas,Mitchell County,POPESTIMATE2022,8938,2022,2022-01-01
48,337,Texas,Montague County,POPESTIMATE2022,21079,2022,2022-01-01
48,339,Texas,Montgomery County,POPESTIMATE2022,679554,2022,2022-01-01
48,341,Texas,Moore County,POPESTIMATE2022,21094,2022,2022-01-01
48,343,Texas,Morris County,POPESTIMATE2022,12052,2022,2022-01-01
48,345,Texas,Motley County,POPESTIMATE2022,1034,2022,2022-01-01
48,347,Texas,Nacogdoches County,POPESTIMATE2022,64994,2022,2022-01-01
48,349,Texas,Navarro County,POPESTIMATE2022,54687,2022,2022-01-01
48,351,Texas,Newton County,POPESTIMATE2022,12041,2022,2022-01-01
48,353,Texas,Nolan County,POPESTIMATE2022,14460,2022,2022-01-01
48,355,Texas,Nueces County,POPESTIMATE2022,351590,2022,2022-01-01
