metro_code,series_id,year,period,value,footnotes
47260,SMS51472600000000001,2023,M12,816.6,[{}]
47260,SMS51472600000000001,2023,M11,814.8,[{}]
47260,SMS51472600000000001,2023,M10,816.1,[{}]
47260,SMS51472600000000001,2023,M09,815.6,[{}]
47260,SMS51472600000000001,2023,M08,813.1,[{}]
47260,SMS51472600000000001,2023,M07,813.0,[{}]
47260,SMS51472600000000001,2023,M06,811.3,[{}]
47260,SMS51472600000000001,2023,M05,809.1,[{}]
47260,SMS51472600000000001,2023,M04,807.7,[{}]
47260,SMS51472600000000001,2023,M03,806.7,[{}]
47260,SMS51472600000000001,2023,M02,806.4,[{}]
47260,SMS51472600000000001,2023,M01,804.7,[{}]
47260,SMS51472600000000001,2022,M12,800.7,[{}]
47260,SMS51472600000000001,2022,M11,800.1,[{}]
47260,SMS51472600000000001,2022,M10,797.0,[{}]
47260,SMS51472600000000001,2022,M09,798.1,[{}]
47260,SMS51472600000000001,2022,M08,797.0,[{}]
47260,SMS51472600000000001,2022,M07,794.7,[{}]
47260,SMS51472600000000001,2022,M06,791.1,[{}]
47260,SMS51472600000000001,2022,M05,792.4,[{}]
47260,SMS51472600000000001,2022,M04,791.5,[{}]
47260,SMS51472600000000001,2022,M03,788.5,[{}]
47260,SMS51472600000000001,2022,M02,786.4,[{}]
47260,SMS51472600000000001,2022,M01,781.5,[{}]
47260,SMS51472600000000001,2021,M12,786.1,[{}]
47260,SMS51472600000000001,2021,M11,784.7,[{}]
47260,SMS51472600000000001,2021,M10,781.2,[{}]
47260,SMS51472600000000001,2021,M09,777.1,[{}]
47260,SMS51472600000000001,2021,M08,778.0,[{}]
47260,SMS51472600000000001,2021,M07,778.0,[{}]
47260,SMS51472600000000001,2021,M06,771.4,[{}]
47260,SMS51472600000000001,2021,M05,770.6,[{}]
47260,SMS51472600000000001,2021,M04,769.2,[{}]
47260,SMS51472600000000001,2021,M03,769.0,[{}]
47260,SMS51472600000000001,2021,M02,767.6,[{}]
47260,SMS51472600000000001,2021,M01,767.8,[{}]
47260,SMS51472600000000001,2020,M12,767.4,[{}]
47260,SMS51472600000000001,2020,M11,765.9,[{}]
47260,SMS51472600000000001,2020,M10,764.7,[{}]
47260,SMS51472600000000001,2020,M09,760.1,[{}]
47260,SMS51472600000000001,2020,M08,749.8,[{}]
47260,SMS51472600000000001,2020,M07,742.1,[{}]
47260,SMS51472600000000001,2020,M06,730.5,[{}]
47260,SMS51472600000000001,2020,M05,711.8,[{}]
47260,SMS51472600000000001,2020,M04,704.9,[{}]
47260,SMS51472600000000001,2020,M03,800.6,[{}]
47260,SMS51472600000000001,2020,M02,805.7,[{}]
47260,SMS51472600000000001,2020,M01,807.3,[{}]
